periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Proportion of under 1 year receiving vaccine against Measles and Rubella 1,Proportion of under two years receiving  vaccine against Measles and Rubella 2
2022,2022,2022,,yXwsnpFBIPW,Igambangombe Sub County,KE_SubCounty_3256,,80.65,65.39
2022,2022,2022,,gLD3Q9fHpvy,Muthambi Sub County,KE_SubCounty_3259,,76.72,61.59
2022,2022,2022,,wQ8XjZ7zVwL,Mwimbi Sub County,KE_SubCounty_3214,,83.04,71.97
2022,2022,2022,,ZNXf7qiVh3t,Tharaka North Sub County,KE_SubCounty_3212,,97.73,57.78
2022,2022,2022,,Yz1V5Cx8CO2,Tharaka South Sub County,KE_SubCounty_3211,,94.89,69.09
2022,2022,2022,,f18kGo9yXWo,Cherangany Sub County,KE_SubCounty_3215,,73.77,49.44
2022,2022,2022,,PsjxYLsJSIp,Endebess Sub County,KE_SubCounty_3218,subcounty,90.58,50.35
2022,2022,2022,,pzZHpL2ueIn,Kiminini Sub County,KE_SubCounty_3216,,87.26,49.91
2022,2022,2022,,ABy8CNqf2e7,Kwanza Sub County,KE_SubCounty_3219,,79.96,51.07
2022,2022,2022,,y2M16lesMsF,Saboti Sub County,KE_SubCounty_3217,,87.6,68.19
2022,2022,2022,,FKt9UVErwh3,Aroo Sub County,,,,
2022,2022,2022,,AXNntZ7T30a,Kibish Sub County,KE_SubCounty_3226,,94.78,21.81
2022,2022,2022,,OZiGQn2R8kK,Loima Sub County,KE_SubCounty_3222,,53.02,21.03
2022,2022,2022,,tKOna0n1Nmk,Lokichoggio Sub County,,,,
2022,2022,2022,,UGFoTN6rMVy,Lokiriama Sub County,,,,
2022,2022,2022,,m1X5Chs8cRL,Suguta Sub county,,,,
2022,2022,2022,,zd8rhYqGowE,Turkana Central Sub County,KE_SubCounty_3223,,73.52,38.16
2022,2022,2022,,dr8gOvVAdiE,Turkana East Sub County,KE_SubCounty_3220,,42.01,30.89
2022,2022,2022,,mWpq607yRXh,Turkana North Sub County,KE_SubCounty_3225,,135.58,81.97
2022,2022,2022,,iTw0sFjlqZ2,Turkana South Sub County,KE_SubCounty_3221,,28.48,18.96
2022,2022,2022,,HK5SUCMQmsw,Turkana West Sub County,KE_SubCounty_3224,,91.63,43.79
2022,2022,2022,,mYlMs4xTj82,Ainabkoi Sub County,KE_SubCounty_3229,,96.7,78.68
2022,2022,2022,,u9yagZzK49q,Kapseret Sub County,KE_SubCounty_3228,,65.1,48.0
2022,2022,2022,,dKHnvt7gleN,Kesses Sub County,KE_SubCounty_3227,,79.95,58.04
2022,2022,2022,,q8R0FA1hxnP,Moiben Sub County,KE_SubCounty_3230,,93.46,71.4
2022,2022,2022,,lmr1q6dTaso,Soy Sub County,KE_SubCounty_3232,,81.69,61.44
2022,2022,2022,,KuprsuBe1l0,Turbo Sub County,KE_SubCounty_3231,,85.06,59.1
2022,2022,2022,,Lpy789vqRC6,Emuhaya Sub County,KE_SubCounty_3233,,72.46,56.11
2022,2022,2022,,BXaq5PxSfz2,Hamisi Sub County,KE_SubCounty_3235,,105.42,65.79
2022,2022,2022,,lkYdgjRSOoE,Luanda Sub County,KE_SubCounty_3234,,71.66,65.38
2022,2022,2022,,urtJSF5jcBC,Sabatia Sub County,KE_SubCounty_3236,,64.34,45.19
2022,2022,2022,,OOF3UX4yOt7,Vihiga Sub County,KE_SubCounty_3237,,103.0,76.55
2022,2022,2022,,x6Z1sBeiyqQ,Eldas Sub County,KE_SubCounty_3239,,78.28,53.04
2022,2022,2022,,fmNokBURXjM,Tarbaj Sub County,KE_SubCounty_3241,,74.83,38.62
2022,2022,2022,,uov0yFMw9Qm,Wajir East Sub County,KE_SubCounty_3242,,88.84,44.71
2022,2022,2022,,qsjAa8FE8OS,Wajir North Sub County,KE_SubCounty_3243,,103.71,64.98
2022,2022,2022,,U7KFQn3Up3o,Wajir South Sub County,KE_SubCounty_3238,,81.85,49.93
2022,2022,2022,,X98G0eIWdmP,Wajir West Sub County,KE_SubCounty_3240,,80.82,51.68
2022,2022,2022,,wwDtq26ddp6,Kacheliba Sub County,KE_SubCounty_3264,,84.41,30.75
2022,2022,2022,,LpwqSz9xMIj,Kipkomo Sub County,KE_SubCounty_3263,,74.76,34.5
2022,2022,2022,,SCbMzaOeTuR,Pokot Central Sub County,KE_SubCounty_3246,,75.31,29.96
2022,2022,2022,,YXpHG1Ez8V2,Pokot North Sub County,KE_SubCounty_3245,,35.16,13.85
2022,2022,2022,,u2zJahNiSP5,Pokot South Sub County,KE_SubCounty_3244,,25.77,12.24
2022,2022,2022,,ylWg6VvADJE,West Pokot Sub County,KE_SubCounty_3247,,71.24,34.53
2023,2023,2023,,k7Rj54u6dMx,Baringo Central Sub County,KE_SubCounty_2956,,80.33,67.26
2023,2023,2023,,bqtTmWcikTN,Baringo North Sub County,KE_SubCounty_2957,,75.32,58.74
2023,2023,2023,,Yl9UDBnDvvW,Koibatek Sub County,KE_SubCounty_2953,,73.18,60.31
2023,2023,2023,,dSLnPmNlm8Q,Marigat Sub County,KE_SubCounty_2955,,111.35,87.72
2023,2023,2023,,k5sxmlXAtIg,Mogotio Sub County,KE_SubCounty_2954,,76.95,69.21
2023,2023,2023,,st4v8xfqgJf,Tiaty East Sub County,KE_SubCounty_2958,,106.9,41.78
2023,2023,2023,,Mk4bMOSMRTB,Tiaty West Sub County,KE_SubCounty_3253,,85.29,18.57
2023,2023,2023,,m9gdonbVXjZ,Bomet Central Sub County,KE_SubCounty_2960,,81.24,69.92
2023,2023,2023,,OZNRpww2TUK,Bomet East Sub County,KE_SubCounty_2961,,88.67,68.36
2023,2023,2023,,PUhMyfDD2xp,Chepalungu Sub County,KE_SubCounty_2962,,98.01,75.49
2023,2023,2023,,PLFoYJO8MVS,Konoin Sub County,KE_SubCounty_2959,konoin,63.82,49.51
2023,2023,2023,,KyuSYunELJI,Sotik Sub County,KE_SubCounty_2963,,65.32,59.29
2023,2023,2023,,jkQZEow83MX,Bumula Sub County,KE_SubCounty_2969,,85.04,67.34
2023,2023,2023,,NZphHeczehh,Cheptais Sub County,KE_SubCounty_1289,,75.34,43.85
2023,2023,2023,,k1mze33jOs0,Kabuchai Sub County,KE_SubCounty_2970,,79.46,39.49
2023,2023,2023,,CUjthlounWV,Kanduyi Sub County,KE_SubCounty_2968,,79.23,50.35
2023,2023,2023,,AphsS3lJwKU,Kimilili Sub County,KE_SubCounty_2965,,92.32,56.6
2023,2023,2023,,ZCYATXdLsL1,Mt Elgon Sub County,KE_SubCounty_2972,,79.1,50.27
2023,2023,2023,,whWfFA9D7td,Sirisia Sub County,KE_SubCounty_2971,,86.37,53.23
2023,2023,2023,,orUwYD52An3,Tongaren Sub County,KE_SubCounty_2964,,86.02,53.97
2023,2023,2023,,f4AOiG8fYtn,Webuye East Sub County,KE_SubCounty_2967,,89.11,63.08
2023,2023,2023,,aqYhbqKclsI,Webuye West Sub County,KE_SubCounty_2966,,82.84,51.14
2023,2023,2023,,zI6vnsXresW,Bunyala Sub County,KE_SubCounty_2973,,83.09,60.27
2023,2023,2023,,RIBiZFJxB1K,Butula Sub County,KE_SubCounty_2975,,83.41,64.76
2023,2023,2023,,tvkI2HSIRW9,Matayos Sub County,KE_SubCounty_2976,,110.87,77.91
2023,2023,2023,,e1J7R103h8I,Nambale Sub County,KE_SubCounty_2977,,84.73,67.36
2023,2023,2023,,NHRktMsAkO1,Samia Sub County,KE_SubCounty_2974,,86.24,56.74
2023,2023,2023,,iyOe3zltlp6,Teso Central Sub County,3276,,,
2023,2023,2023,,GpEIlwz3FvT,Teso North Sub County,KE_SubCounty_2979,,86.65,58.56
2023,2023,2023,,EhchjCHkhJ9,Teso South Sub County,KE_SubCounty_2978,,30.48,21.54
2023,2023,2023,,rlWH0Ac9vjc,Keiyo North Sub County,KE_SubCounty_2981,,65.75,53.67
2023,2023,2023,,SOEG546PqbA,Keiyo South Sub County,KE_SubCounty_2980,,76.02,61.63
2023,2023,2023,,EZraJgLdRLX,Marakwet East Sub County,KE_SubCounty_2982,,66.89,42.64
2023,2023,2023,,fNCuk4Lpsnh,Marakwet West Sub County,KE_SubCounty_2983,,78.96,54.02
2023,2023,2023,,IPOMRXiYjxr,Manyatta Sub County,KE_SubCounty_2987,,84.97,74.92
2023,2023,2023,,eYBXetGx8xF,Mbeere North Sub County,KE_SubCounty_2984,,96.34,84.24
2023,2023,2023,,AvnM6jKoocs,Mbeere South Sub County,KE_SubCounty_2985,SUB COUNTY,93.58,81.63
2023,2023,2023,,rBKASpHJblX,Mwea Sub County,3266,,76.76,63.86
2023,2023,2023,,kMSLkN4nsRl,Runyenjes Sub County,KE_SubCounty_2986,,83.37,74.09
2023,2023,2023,,FGBNPr91pXH,Balambala Sub County,KE_SubCounty_2993,,71.99,30.97
2023,2023,2023,,wYTqff68aVM,Dadaab Refugee Camp Sub County,,,83.26,54.78
2023,2023,2023,,EW4Jw4dVWBt,Dadaab Sub County,KE_SubCounty_2991,,93.39,63.05
2023,2023,2023,,RScEHA3V38d,Fafi Sub County,KE_SubCounty_2990,,83.62,37.99
2023,2023,2023,,lQkHbTC1iRg,Garissa Sub County,KE_SubCounty_2994,,90.6,45.76
2023,2023,2023,,uyeif4CPqHt,Hulugho Sub County,KE_SubCounty_2989,,82.33,56.53
2023,2023,2023,,l5E6PiIUs1J,Ijara Sub County,KE_SubCounty_2988,One of the sub counties within Garissa County,87.69,51.6
2023,2023,2023,,J69iWev2zwu,Lagdera Sub County,KE_SubCounty_2992,,84.63,50.91
2023,2023,2023,,Ur2xRBDtazT,Homa Bay Town Sub County,KE_SubCounty_2998,,104.49,63.23
2023,2023,2023,,i2Y2fyNoFyZ,Ndhiwa Sub County,KE_SubCounty_2997,,94.47,52.33
2023,2023,2023,,BzFBYZhF5fx,Rachuonyo East Sub County,KE_SubCounty_3001,Sub County,80.74,55.26
2023,2023,2023,,fmsyW02tPng,Rachuonyo North  Sub County,KE_SubCounty_3000,,73.73,38.94
2023,2023,2023,,NhsAMiaS0TD,Rachuonyo South Sub County,KE_SubCounty_3002,,80.26,54.65
2023,2023,2023,,iK2Jk2AxhlD,Rangwe Sub County,KE_SubCounty_2999,Sub County,95.56,57.08
2023,2023,2023,,mCGytMcMf6y,Suba North Sub County,KE_SubCounty_2996,,77.31,45.58
2023,2023,2023,,HoRW5aISmiD,Suba South Sub County,KE_SubCounty_2995,,82.57,36.15
2023,2023,2023,,MYSShwNcjzb,Suba West Sub County,3265,,80.26,55.81
2023,2023,2023,,ecl4YnDebUi,Garbatulla Sub County,KE_SubCounty_3003,,54.57,21.33
2023,2023,2023,,I2LYLqKU6AW,Isiolo Sub County,KE_SubCounty_3004,,127.5,89.88
2023,2023,2023,,NrGORu301bx,Merti Sub County,KE_SubCounty_3005,,60.72,37.28
2023,2023,2023,,SZapM1R0Kti,Kajiado Central Sub County,KE_SubCounty_3009,,84.47,52.25
2023,2023,2023,,g6gTzQ5nfYq,Kajiado East Sub County,KE_SubCounty_3008,,85.66,55.21
2023,2023,2023,,BLz1HkvvMkA,Kajiado North Sub County,KE_SubCounty_3010,,86.42,62.57
2023,2023,2023,,wYsCfCAUWNB,Kajiado West Sub County,KE_SubCounty_3007,,89.18,56.82
2023,2023,2023,,eyADpAXM834,Loitokitok Sub County,KE_SubCounty_3006,,94.85,75.2
2023,2023,2023,,K7mZpm8COh7,Butere Sub County,KE_SubCounty_3014,,85.55,71.8
2023,2023,2023,,BE6HMtlHyl1,Ikolomani Sub County,KE_SubCounty_3011,,88.64,76.41
2023,2023,2023,,UhQS2Mv0PCK,Khwisero Sub County,KE_SubCounty_3013,,80.66,62.44
2023,2023,2023,,wMv0s3U2nnG,Likuyani Sub County,KE_SubCounty_3021,,80.63,65.44
2023,2023,2023,,ZOdhgR19Akq,Lugari Sub County,KE_SubCounty_3022,,78.85,61.74
2023,2023,2023,,Y3NjAhiBaZT,Lurambi Sub County,KE_SubCounty_3019,,94.5,65.27
2023,2023,2023,,ES1CWa4AJmJ,Malava Sub County,KE_SubCounty_3020,,94.82,73.64
2023,2023,2023,,ssbO49f0iLN,Matungu Sub County,KE_SubCounty_3015,,93.45,56.63
2023,2023,2023,,FBteTV1eqB6,Mumias East Sub County,KE_SubCounty_3016,,88.79,59.56
2023,2023,2023,,uRl5fBkhpcE,Mumias West Sub County,KE_SubCounty_3017,,92.88,65.59
2023,2023,2023,,G6PJ5kFVAuO,Navakholo Sub County,KE_SubCounty_3018,,88.18,59.26
2023,2023,2023,,sjlSPeRgl7d,Shinyalu Sub County,KE_SubCounty_3012,,79.63,52.8
2023,2023,2023,,GshNTMZJ5r1,Ainamoi Sub County,KE_SubCounty_3026,,91.75,73.24
2023,2023,2023,,YnIAWg1T4AY,Belgut Sub County,KE_SubCounty_3024,,63.27,56.98
2023,2023,2023,,wt8cPHWfkfu,Bureti Sub County,KE_SubCounty_3025,,78.08,65.81
2023,2023,2023,,gU0Cz7Qlfss,Kipkelion East Sub County,KE_SubCounty_3028,,77.28,69.0
2023,2023,2023,,Taw0Zg7nArd,Kipkelion West Sub County,KE_SubCounty_3027,,82.84,52.53
2023,2023,2023,,ScLzA7tQxrH,Sigowet/Soin Sub County,KE_SubCounty_3023,,70.78,57.03
2023,2023,2023,,HEsM6W2ImQR,Gatundu North Sub County,KE_SubCounty_3039,,88.42,70.81
2023,2023,2023,,EcRytSSIkUq,Gatundu South Sub County,KE_SubCounty_3040,,81.38,67.99
2023,2023,2023,,E7tkGikenbD,Githunguri Sub County,KE_SubCounty_3035,,74.75,65.7
2023,2023,2023,,aiqi2bz0IMI,Juja Sub County,KE_SubCounty_3038,,83.38,72.44
2023,2023,2023,,lb5LzWiUX8Y,Kabete Sub County,KE_SubCounty_3032,,72.07,59.5
2023,2023,2023,,oMaQgNIs85x,Kiambaa Sub County,KE_SubCounty_3033,,79.68,66.62
2023,2023,2023,,SBz4c48i24Y,Kiambu Town Sub County,KE_SubCounty_3034,,114.5,88.22
2023,2023,2023,,jOVcLeZQSsS,Kikuyu Sub County,KE_SubCounty_3031,,77.33,64.41
2023,2023,2023,,nCziQtZ49jj,Lari Sub County,KE_SubCounty_3029,,79.67,64.57
2023,2023,2023,,xhVi71INcFs,Limuru Sub County,KE_SubCounty_3030,,93.24,79.93
2023,2023,2023,,TPRNJqSm4lK,Ruiru Sub County,KE_SubCounty_3036,,109.92,90.97
2023,2023,2023,,YZAZ1a9MIvX,Thika Town Sub County,KE_SubCounty_3037,,151.06,117.38
2023,2023,2023,,x7qUMtZZvo9,Ganze Sub County,KE_SubCounty_3043,,66.28,56.12
2023,2023,2023,,tSKDWoVKiPo,Kaloleni Sub County,KE_SubCounty_3045,,68.35,51.39
2023,2023,2023,,MEkEH8ZmcOU,Kilifi North Sub County,KE_SubCounty_3047,Sub County,88.56,68.23
2023,2023,2023,,xWAZBULwGxp,Kilifi South Sub County,KE_SubCounty_3046,,77.46,55.49
2023,2023,2023,,KMWrMZrlO5u,Magarini Sub County,KE_SubCounty_3041,,77.7,54.54
2023,2023,2023,,lGg3wEy784X,Malindi Sub County,KE_SubCounty_3042,,79.73,59.27
2023,2023,2023,,hJf4rt7cvI6,Rabai Sub County,KE_SubCounty_3044,,59.28,53.09
2023,2023,2023,,JKNaaTjVapG,Kirinyaga Central Sub County,KE_SubCounty_3048,,93.28,89.06
2023,2023,2023,,yOaHQLOLd1H,Kirinyaga East Sub County,KE_SubCounty_3050,,67.61,65.28
2023,2023,2023,,f6EOn3xI9YH,Kirinyaga North/Mwea West Sub County,KE_SubCounty_3052,,108.63,93.88
2023,2023,2023,,jHmpQUlnkQk,Kirinyaga South Sub County,KE_SubCounty_3051,,108.84,98.41
2023,2023,2023,,A34NiI4rgnf,Kirinyaga West Sub County,KE_SubCounty_3049,,106.48,95.7
2023,2023,2023,,cooDDG3Lh3A,Bobasi Sub County,KE_SubCounty_3058,,71.25,55.42
2023,2023,2023,,ntRK47D5dYL,Bomachoge Borabu Sub County,KE_SubCounty_3059,,67.73,46.38
2023,2023,2023,,YqYSkwmOtiR,Bomachoge Chache Sub County,KE_SubCounty_3057,,120.75,79.79
2023,2023,2023,,zCCIu1Vi3Wh,Bonchari Sub County,KE_SubCounty_3061,,80.31,60.15
2023,2023,2023,,cQkF9l9wePP,Kitutu Chache North Sub County,KE_SubCounty_3054,,74.47,55.52
2023,2023,2023,,gPR82w2xgJZ,Kitutu Chache South Sub County,KE_SubCounty_3053,,107.09,82.16
2023,2023,2023,,fFh3beH29fD,Nyaribari Chache Sub County,KE_SubCounty_3055,,77.24,56.24
2023,2023,2023,,A6Sj8RumZ0m,Nyaribari Masaba Sub County,KE_SubCounty_3056,,92.09,69.57
2023,2023,2023,,WHG67QCDRS9,South Mugirango Sub County,KE_SubCounty_3060,,69.57,42.82
2023,2023,2023,,OpLt8IgyHop,Kisumu Central Sub County,KE_SubCounty_3066,,111.09,76.54
2023,2023,2023,,PRpKwAloU5b,Kisumu East Sub County,KE_SubCounty_3068,,73.64,46.99
2023,2023,2023,,YzEDO9Mq4TR,Kisumu West Sub County,KE_SubCounty_3067,,85.76,67.01
2023,2023,2023,,NmbwkQ5r5cB,Muhoroni Sub County,KE_SubCounty_3063,,78.06,61.18
2023,2023,2023,,kBQIjtWUBqj,Nyakach Sub County,KE_SubCounty_3062,,83.17,51.8
2023,2023,2023,,iRK9uABUTVZ,Nyando Sub County,KE_SubCounty_3064,,96.71,61.59
2023,2023,2023,,LRNmnMw1fBs,Seme Sub County,KE_SubCounty_3065,,82.14,57.1
2023,2023,2023,,MWqQbxWqACn,Kitui Central Sub County,KE_SubCounty_3071,,91.26,76.25
2023,2023,2023,,d0Gu8FrRM0Y,Kitui East Sub County,KE_SubCounty_3070,,79.13,65.53
2023,2023,2023,,vbauk0RRq9N,Kitui Rural Sub County,KE_SubCounty_3072,,70.7,61.8
2023,2023,2023,,d3hSQ3EtnPk,Kitui South Sub County,KE_SubCounty_3069,,99.47,78.99
2023,2023,2023,,cmWAJB5kCDW,Kitui West Sub County,KE_SubCounty_3073,,75.98,58.47
2023,2023,2023,,uE7HKhqPOtf,Mwingi Central Sub County,KE_SubCounty_3074,,96.32,66.08
2023,2023,2023,,KXM9VnhuLfP,Mwingi North Sub County,KE_SubCounty_3076,,80.35,58.34
2023,2023,2023,,svwbDnzhgik,Mwingi West Sub County,KE_SubCounty_3075,,72.99,77.1
2023,2023,2023,,LOgbecTRkbp,Kinango Sub County,KE_SubCounty_3077,,88.69,81.45
2023,2023,2023,,TdcYaufNV4p,Lunga Lunga Sub County,KE_SubCounty_3079,,85.67,67.47
2023,2023,2023,,wUNEDOnx9uB,Matuga Sub County,KE_SubCounty_3078,,69.34,64.55
2023,2023,2023,,ADMywdLwoRX,Msambweni Sub County,KE_SubCounty_3080,,74.66,60.78
2023,2023,2023,,TnCu7j4XNj6,Samburu Sub County,,,87.05,78.24
2023,2023,2023,,pF6qPMIlHte,Laikipia East Sub County,KE_SubCounty_3086,,89.86,95.56
2023,2023,2023,,RJyUfi5BQUm,Laikipia North Sub County,KE_SubCounty_3085,,78.44,55.4
2023,2023,2023,,pXbWrnFPpKb,Laikipia West Sub County,KE_SubCounty_3087,,80.61,69.57
2023,2023,2023,,nfJoTgKpwCg,Lamu Central Sub County,KE_SubCounty_3262,,84.51,55.6
2023,2023,2023,,cwnqFyTJIgX,Lamu East Sub County,KE_SubCounty_3090,,69.91,49.03
2023,2023,2023,,Lfxw0DfD4jN,Lamu West Sub County,KE_SubCounty_3089,,89.02,63.67
2023,2023,2023,,BxfsSc6Svrc,Athi River Sub County,KE_SubCounty_3093,,98.57,86.11
2023,2023,2023,,pJDgmrxMQTn,Kalama Sub County,KE_SubCounty_3254,,92.24,68.87
2023,2023,2023,,vMPhBuymSKt,Kangundo Sub County,KE_SubCounty_3096,,81.63,75.29
2023,2023,2023,,iCey76HYgLP,Kathiani Sub County,KE_SubCounty_3094,,81.65,68.22
2023,2023,2023,,KXc4ez8OAFz,Machakos Sub County,KE_SubCounty_3092,,98.98,78.51
2023,2023,2023,,hpcb7MYi6nc,Masinga Sub County,KE_SubCounty_3098,Masinga Constituency is an electoral constituency in Kenya. It is one of the constituencies in Machakos County,98.11,86.62
2023,2023,2023,,GnixPSqaV6D,Matungulu Sub County,KE_SubCounty_3095,,95.14,83.64
2023,2023,2023,,fYYivceocJ2,Mwala Sub County,KE_SubCounty_3091,,84.15,70.13
2023,2023,2023,,CeukNtGhW7J,Yatta Sub County,KE_SubCounty_3097,,89.18,81.01
2023,2023,2023,,pKJ4NZGPzTA,Kaiti Sub County,KE_SubCounty_3251,,104.66,80.88
2023,2023,2023,,ZhhyithPNoI,Kibwezi East Sub County,KE_SubCounty_3099,,106.46,85.94
2023,2023,2023,,toa2Hl7iVQI,Kibwezi West Sub County,KE_SubCounty_3081,,93.67,74.02
2023,2023,2023,,XAy1bjurhLU,Kilome Sub County,KE_SubCounty_3083,,109.95,77.06
2023,2023,2023,,AIGIQpolMRn,Makueni Sub County,KE_SubCounty_3082,,96.98,81.71
2023,2023,2023,,jxjGWCdfsib,Mbooni Sub County,KE_SubCounty_3084,,109.5,72.29
2023,2023,2023,,QiXBA5Ji7dA,Arabia Sub County,KE_SubCounty_3272,,,
2023,2023,2023,,hCvlJNjyZna,Banissa Sub County,KE_SubCounty_3104,,58.86,4.64
2023,2023,2023,,iGkXVHBAqXX,Kiliwehiri Sub County,KE_SubCounty_3273,,,
2023,2023,2023,,iGFdm333PJ2,Kutulo Sub County,KE_SubCounty_3258,,97.45,47.65
2023,2023,2023,,nsfbHBS9tMT,Lafey Sub County,KE_SubCounty_3100,,93.81,29.49
2023,2023,2023,,fGr9rRvaovO,Mandera East Sub County,KE_SubCounty_3101,,59.06,26.8
2023,2023,2023,,jrm0uyLXnC1,Mandera North Sub County,KE_SubCounty_3103,,100.61,20.1
2023,2023,2023,,qyhVIMG2rUw,Mandera South Sub County,KE_SubCounty_3102,,82.74,35.58
2023,2023,2023,,H5RvDZkoDJL,Mandera West Sub County,KE_SubCounty_3105,,278.19,91.79
2023,2023,2023,,eZpy65ooW0m,Laisamis Sub County,KE_SubCounty_3106,,73.89,44.93
2023,2023,2023,,sZjPgbWI5ra,Moyale Sub County,KE_SubCounty_3109,,79.43,41.31
2023,2023,2023,,j6fqt5TYqPZ,North Horr Sub County,KE_SubCounty_3108,,48.27,46.84
2023,2023,2023,,WILszL634oZ,Saku Sub County,KE_SubCounty_3107,,61.84,52.93
2023,2023,2023,,xN5aPo4ZOIt,Buuri East Sub County,KE_SubCounty_3111,,73.24,56.28
2023,2023,2023,,XlYC8FMUgxi,Buuri West Sub County,KE_SubCounty_3260,,78.75,65.37
2023,2023,2023,,TPfcUHno8oP,Igembe Central Sub County,KE_SubCounty_3117,,82.41,66.95
2023,2023,2023,,G9DoZvSdGLx,Igembe North Sub County,KE_SubCounty_3116,,76.87,58.89
2023,2023,2023,,wtuGWT7KjVm,Igembe South Sub County,KE_SubCounty_3118,,92.84,57.9
2023,2023,2023,,OnNcTsJgfvL,Imenti Central Sub County,KE_SubCounty_3112,,65.09,53.86
2023,2023,2023,,BDxUGx86itV,Imenti North Sub County,KE_SubCounty_3113,,85.6,70.44
2023,2023,2023,,AFIlzKNxXST,Imenti South Sub County,KE_SubCounty_3110,,71.15,58.57
2023,2023,2023,,NIVPdmQjQKg,Tigania Central Sub County,KE_SubCounty_3261,,60.44,48.74
2023,2023,2023,,U3lGZ71W9Te,Tigania East Sub County,KE_SubCounty_3114,,84.62,62.36
2023,2023,2023,,Q4xAPhWUnYC,Tigania West Sub County,KE_SubCounty_3115,,71.58,65.55
2023,2023,2023,,ka9Uv3Ckcbd,Awendo Sub County,KE_SubCounty_3125,,101.3,75.9
2023,2023,2023,,THm2tCJa2ZQ,Kuria East Sub County,KE_SubCounty_3119,,85.93,61.89
2023,2023,2023,,jtBjNpL9FXS,Kuria West Sub County,KE_SubCounty_3120,,76.82,50.65
2023,2023,2023,,D2lsuEzZAJP,Nyatike Sub County,KE_SubCounty_3121,,99.18,66.25
2023,2023,2023,,fT37q3rXQ35,Rongo Sub County,KE_SubCounty_3126,,93.84,76.25
2023,2023,2023,,nHEr5EciFh0,Suna East Sub County,KE_SubCounty_3124,,88.48,57.4
2023,2023,2023,,VtuwXD7O1O9,Suna West Sub County,KE_SubCounty_3123,,100.16,64.53
2023,2023,2023,,fCInDXluNhx,Uriri Sub County,KE_SubCounty_3122,,94.05,69.73
2023,2023,2023,,OvI6w06DhPJ,Changamwe Sub County,KE_SubCounty_3132,,77.1,57.45
2023,2023,2023,,vSISrsNNHwq,Jomvu Sub County,KE_SubCounty_3131,,75.59,57.16
2023,2023,2023,,C1hO6wNOgrH,Kisauni Sub County,KE_SubCounty_3130,,63.75,118.06
2023,2023,2023,,iy93Mmi73Or,Likoni Sub County,KE_SubCounty_3128,,97.07,60.93
2023,2023,2023,,C1xuoa1NAMm,Mvita Sub County,KE_SubCounty_3127,,110.11,78.19
2023,2023,2023,,sr8WEz03EnP,Nyali Sub County,KE_SubCounty_3129,,95.34,63.47
2023,2023,2023,,Z7ALMtFNfeZ,Gatanga Sub County,KE_SubCounty_3133,,94.64,73.86
2023,2023,2023,,ETGSIeGBsqt,Ithanga Sub County,,,109.2,86.39
2023,2023,2023,,s2jeo1C9aM8,Kahuro Sub County,,,74.6,67.02
2023,2023,2023,,gwYTo0wITYX,Kandara Sub County,KE_SubCounty_3134,,80.92,76.19
2023,2023,2023,,U9CLTNIwehR,Kangema Sub County,KE_SubCounty_3252,,80.61,66.93
2023,2023,2023,,tyfDsdZ1h3R,Kigumo Sub County,KE_SubCounty_3136,,90.39,83.55
2023,2023,2023,,VDlzh6w4LKv,Kiharu Sub County,KE_SubCounty_3137,,100.74,81.61
2023,2023,2023,,u7Gkh63FYe4,Mathioya Sub County,KE_SubCounty_3138,,69.98,62.41
2023,2023,2023,,l46g2PZUjoh,Muranga South Sub County,KE_SubCounty_3135,,90.43,84.4
2023,2023,2023,,CcTr4bcVGAG,Dagoretti North Sub County,KE_SubCounty_3154,,109.41,69.38
2023,2023,2023,,sqNWYDHZZ6W,Dagoretti South Sub County,KE_SubCounty_3153,,60.54,45.92
2023,2023,2023,,XvpLXU47BKs,Embakasi Central Sub County,KE_SubCounty_3145,,108.38,75.77
2023,2023,2023,,gD4xxgDGJ4Y,Embakasi East Sub County,KE_SubCounty_3144,,114.85,83.73
2023,2023,2023,,SSz1iOv28Jk,Embakasi North Sub County,KE_SubCounty_3146,,114.51,82.34
2023,2023,2023,,aDp1odOWYC1,Embakasi South Sub County,KE_SubCounty_3147,,86.89,67.06
2023,2023,2023,,aCwUX5V42Zz,Embakasi West Sub County,KE_SubCounty_3143,,56.48,47.93
2023,2023,2023,,qoLIT7y5f5c,Kamukunji Sub County,KE_SubCounty_3141,,71.0,36.36
2023,2023,2023,,FoqzDgIByL6,Kasarani Sub County,KE_SubCounty_3149,,84.93,65.98
2023,2023,2023,,LO5he3DtiFG,Kibra Sub County,KE_SubCounty_3151,,94.54,65.85
2023,2023,2023,,aTGYlhEw2Xx,Langata Sub County,KE_SubCounty_3152,,67.61,43.67
2023,2023,2023,,wwROy3Qkwin,Makadara Sub County,KE_SubCounty_3142,,74.27,57.54
2023,2023,2023,,gh2kzpOFCeF,Mathare Sub County,KE_SubCounty_3139,,61.48,41.45
2023,2023,2023,,j7GpbairCOi,Roysambu Sub County,KE_SubCounty_3150,,90.9,69.54
2023,2023,2023,,Cc8uEFkzfVf,Ruaraka Sub County,KE_SubCounty_3148,,101.55,64.07
2023,2023,2023,,nKHlZyN0lt9,Starehe Sub County,KE_SubCounty_3140,,73.05,49.44
